time,latitude,longitude,depth,mag,m_rr,m_tt,m_pp,m_rt,m_rp,m_tp,reflect_latitude,reflect_longitude
20160717042401900000,36.01,139.92,40.2,5.01,3.1e+16,-3.15e+16,5.1e+14,1.75e+16,1.61e+16,-1.37e+16,36.41,138.8
20160717130857800000,-17.68,-174.2,120.0,5.42,2.6e+16,9.12e+16,-1.17e+17,1.03e+17,6.3e+16,-4.56e+16,10.31,164.05
20160718053200000000,-8.09,129.22,35.0,5.09,9.09e+15,2.54e+16,-3.45e+16,2.33e+16,1.27e+16,3.62e+16,14.36,132.99
20160718210926300000,-19.15,-177.43,568.8,5.46,3.61e+16,-7.2e+15,-2.89e+16,9e+14,-1.88e+17,3.7e+16,8.72,162.65
20160719032923400000,24.02,124.08,19.7,5.01,1.85e+16,-2.18e+16,3.26e+15,3e+16,-1.82e+16,-2.87e+15,30.58,130.42
20160719035750300000,35.35,140.41,25.5,5.04,-2.27e+15,9.72e+15,-7.45e+15,-1.93e+15,3.16e+16,3.29e+16,36.08,139.05
20160719222532200000,35.99,140.03,39.3,5.06,3.91e+16,-3.21e+16,-7.01e+15,1.99e+16,2.16e+16,-1.28e+16,36.4,138.85
20160720035830400000,0.04,122.95,166.6,5.14,4.52e+16,-6.12e+16,1.6e+16,2.71e+16,1.82e+16,4.27e+15,18.4,129.42
20160720110416100000,-11.58,166.36,79.6,5.1,5.42e+16,-1.22e+15,-5.3e+16,-2.18e+15,1.36e+16,1.06e+16,12.91,153.53
20160720151316500000,-18.93,169.05,167.0,6.08,1.64e+17,-2.08e+17,4.4e+16,2.18e+17,-1.6e+18,3.4e+17,9.07,154.8
20160720224850600000,-7.62,127.72,14.6,5.12,2.73e+16,-5.64e+16,2.91e+16,-1.86e+16,-2.24e+16,-2.56e+16,14.63,132.16
20160721054545200000,-7.2,155.12,10.0,5.5,1.28e+17,-6.88e+16,-5.94e+16,1.48e+17,-1.02e+17,6.72e+16,14.96,147.33
20160721151844500000,-23.58,-175.57,10.0,5.24,2.56e+16,-9.34e+15,-1.62e+16,3.22e+16,8.33e+16,-7.37e+15,7.18,162.72
20160721162842300000,-23.62,-175.05,10.0,5.52,2.09e+17,-1.48e+16,-1.94e+17,4.62e+16,9.83e+16,-6.15e+16,7.18,163.0
20160722113143500000,19.21,121.28,10.0,5.2,6.54e+16,-6.8e+15,-5.86e+16,-1.2e+16,-3.05e+16,-3.62e+16,28.24,128.79
20160723010020900000,47.7,146.92,408.0,5.83,4e+17,1.97e+17,-5.97e+17,6.72e+16,-5.01e+17,7e+15,42.5,142.02
20160723074144700000,-6.76,101.22,9.0,5.5,-9.08e+16,2.22e+16,6.86e+16,-8.04e+16,-7.85e+16,-1.76e+17,15.76,117.41
20160723095901400000,58.47,-156.46,203.6,5.47,1.2e+16,-4.94e+16,3.74e+16,-1.17e+17,1.56e+17,-3.06e+16,52.44,163.2
20160723123846500000,-24.02,-179.52,486.1,5.37,-7.78e+16,1.41e+17,-6.34e+16,-2.34e+16,-6.97e+16,-1.2e+16,6.16,160.98
20160723182149300000,-10.84,165.73,27.5,5.47,1.32e+16,6.46e+16,-7.78e+16,2.06e+16,-1.86e+17,-4.78e+16,13.34,153.17
20160723200923500000,-15.13,-173.67,37.0,5.87,-7.73e+16,1.05e+17,-2.79e+16,-7.94e+17,8.96e+16,7.83e+16,11.82,164.44
20160724140011400000,-14.16,166.57,35.0,5.1,4.34e+16,-1.34e+15,-4.2e+16,3.67e+16,-1.1e+16,8.31e+15,11.64,153.54
20160724180332500000,46.06,150.79,91.1,5.26,4.61e+16,1.78e+16,-6.39e+16,5.09e+16,5.73e+16,-1.53e+16,41.64,143.79
20160725151154500000,26.51,128.7,21.0,5.25,6.64e+16,-2.52e+16,-4.12e+16,4.69e+16,4.77e+16,-3.56e+16,31.73,132.93
20160725193845600000,-2.97,148.04,14.0,6.41,-1.43e+17,3.04e+18,-2.89e+18,2.85e+17,1.32e+18,4.12e+18,16.97,143.42
20160725195002100000,-3.82,151.53,21.7,5.53,-4.48e+16,2.12e+17,-1.68e+17,1.71e+17,5.57e+16,6.03e+16,16.59,145.36
20160726063129900000,-3.83,151.52,10.0,5.24,-3.83e+16,9.4e+16,-5.57e+16,1.45e+16,-1.8e+16,4.32e+16,16.59,145.35
20160726071516600000,-3.88,151.59,30.8,5.2,-7.46e+16,7.3e+16,1.6e+15,6.3e+15,1.46e+16,2.28e+16,16.55,145.4
20160726080420300000,-16.04,167.45,31.0,5.74,4.4e+17,-1.7e+16,-4.23e+17,-1.22e+17,3.45e+16,2.38e+17,10.7,153.96
20160726142908200000,9.73,125.52,10.1,5.28,-2.3e+15,4.9e+16,-4.67e+16,-2.67e+16,-3.8e+16,-8.33e+16,23.38,130.96
20160726194631600000,52.83,-166.77,17.0,5.46,1.37e+17,-8.98e+16,-4.75e+16,1.09e+17,5.7e+16,-8.68e+16,48.25,161.25
20160727002931400000,-3.39,130.92,6.3,5.01,3.02e+16,-1.08e+16,-1.94e+16,-1.55e+16,2.3e+16,1.31e+16,16.73,133.92
20160727144717000000,36.49,140.76,46.0,5.32,9.86e+16,2e+14,-9.88e+16,1.6e+16,6.35e+16,-3.1e+16,36.65,139.22
20160729082926200000,0.08,123.41,142.0,5.37,1.05e+17,2.98e+16,-1.35e+17,5.65e+16,4.68e+16,2.59e+16,18.43,129.69
20160729211824700000,18.54,145.51,196.0,7.72,3.36e+20,4.05e+19,-3.77e+20,-2.41e+20,1.8e+20,7.85e+19,27.62,141.96
20160730131907900000,-6.95,155.81,37.0,5.57,1.62e+17,-2.61e+17,9.93e+16,7.91e+16,1.26e+17,-7.83e+16,15.07,147.73
20160730145231300000,-27.94,-176.01,10.0,5.25,1e+17,-2.98e+16,-7.05e+16,7.6e+15,3.38e+16,-1.76e+16,4.81,162.03
20160731010753700000,-2.45,138.49,4.0,5.27,2.84e+16,7.4e+16,-1.02e+17,1e+16,-5.76e+16,9.5e+15,17.17,138.12
20160731234001900000,-8.19,117.81,21.0,5.49,1.25e+16,-9.92e+16,8.67e+16,-1.64e+17,-1.15e+17,-1.31e+16,14.49,126.67
20160501014254800000,-23.6,179.23,542.5,5.44,-1.47e+17,5.55e+16,9.16e+16,9.89e+16,-4.29e+16,-7.73e+16,6.24,160.4
20160502042124700000,-5.03,104.63,117.0,5.71,2.56e+17,-2.26e+17,-3.02e+16,-3.05e+17,-6.8e+15,-2.64e+17,16.41,119.21
20160502052442200000,11.85,143.34,10.0,5.07,3.77e+16,-4.09e+16,3.21e+15,2.05e+16,-2.48e+16,-1.1e+16,24.35,140.78
20160502133846000000,59.43,-144.74,7.6,5.05,-3.91e+16,2.75e+16,1.15e+16,2.81e+16,-1.66e+16,1.45e+16,54.63,166.3
20160503000051700000,43.69,147.5,61.0,5.73,-9.01e+16,2.99e+17,-2.09e+17,2.66e+17,1.87e+17,-2.63e+17,40.36,142.35
20160503230559900000,-16.3,167.33,7.2,5.05,3.9e+16,-6.75e+15,-3.22e+16,1.76e+16,-2.19e+16,1.14e+16,10.59,153.87
20160504143623800000,-14.85,166.93,26.0,5.7,4.44e+17,-1.57e+16,-4.28e+17,4.28e+16,-3.87e+16,1.01e+17,11.31,153.71
20160505070147500000,13.77,51.77,10.0,5.6,-5.12e+16,2.5e+17,-1.99e+17,7.93e+16,2.86e+16,2.18e+17,32.73,89.58
20160507052525800000,47.73,-128.5,10.0,5.08,-2.83e+15,-5.1e+16,5.39e+16,-8.78e+15,-1.29e+15,-4.01e+15,52.96,179.28
20160507054217500000,31.26,129.32,38.1,5.4,-3.75e+16,9.53e+16,-5.78e+16,1.24e+16,6.69e+16,1.18e+17,34.09,133.34
20160507135901800000,-17.6,-178.58,538.8,5.45,2.5e+16,6.12e+16,-8.61e+16,2e+14,-1.79e+17,1.77e+16,9.57,162.08
20160508073109700000,-3.19,130.7,10.0,5.1,4.11e+16,-2.12e+16,-1.98e+16,-1.99e+16,3.63e+16,1.69e+16,16.83,133.8
20160508164131600000,-21.77,-179.41,590.0,5.5,-7.8e+15,-1.9e+16,2.69e+16,-7.21e+16,-2.06e+17,-5.65e+16,7.18,161.36
20160509160347200000,11.35,91.5,10.0,5.29,-2.5e+16,-8.84e+16,1.13e+17,1.33e+16,-3.85e+16,2.23e+16,25.88,112.11
20160511011547200000,32.02,95.03,8.0,5.49,-1.76e+17,-9e+15,1.85e+17,-3.87e+16,-3.96e+16,1.25e+17,36.32,115.7
20160512031715100000,24.69,121.98,8.0,5.82,-4.97e+17,4.44e+17,5.2e+16,2.57e+17,4.44e+16,4.49e+17,30.98,129.32
20160512042955800000,24.68,122.05,9.0,5.67,-3.61e+17,3.01e+17,6.05e+16,9.39e+16,1.1e+16,1.98e+17,30.97,129.36
20160512063229700000,43.33,146.62,60.6,5.02,-8.49e+15,2.95e+16,-2.1e+16,2.3e+16,2.36e+16,7.57e+15,40.16,141.94
20160512204336200000,3.82,92.54,10.0,5.18,-4.91e+15,-3.52e+16,4.01e+16,-2.07e+16,-3.93e+16,-4.44e+16,21.81,112.49
20160513070110300000,30.66,66.39,10.0,5.63,3.31e+16,-2.44e+17,2.11e+17,-2.96e+16,-1.14e+17,-2.35e+17,39.39,100.54
20160513082412400000,24.73,122.01,8.9,5.1,-3.95e+16,2.84e+16,1.11e+16,2.18e+16,-3.1e+16,2.56e+16,31.0,129.34
20160513100317300000,4.97,127.56,111.3,5.07,3.97e+16,6.43e+15,-4.61e+16,-1.27e+16,-2.33e+16,7.1e+14,20.86,132.03
20160513125727300000,-25.48,179.34,506.4,5.67,2e+17,-2.74e+17,7.39e+16,5.99e+16,-2.31e+17,-2.08e+17,5.3,160.24
20160513190549200000,31.11,129.25,8.2,5.1,-2.34e+16,2.89e+16,-5.53e+15,6.08e+15,2.23e+16,4.57e+16,34.03,133.31
20160514205212100000,-6.86,101.79,10.0,5.26,-7.96e+16,2.09e+16,5.87e+16,-4.4e+15,-3.41e+16,-5.87e+16,15.68,117.73
20160515055100000000,63.08,-150.95,131.5,5.32,9.46e+16,-9.4e+16,-7e+14,3.34e+16,6.14e+16,-3.3e+16,55.24,162.29
20160515072328100000,-14.35,166.82,12.4,5.09,1.7e+16,-5.75e+16,4.05e+16,-1.42e+16,6e+14,2.01e+16,11.57,153.66
20160515120454300000,52.51,-167.94,10.0,5.46,1.48e+17,-1.11e+17,-3.72e+16,1.17e+17,4.52e+16,-7.51e+16,47.94,160.86
20160515180406200000,-6.12,154.46,35.0,5.04,4.18e+16,-2.33e+16,-1.85e+16,1.17e+16,-9.47e+15,2.23e+16,15.46,146.98
20160515191358000000,-27.95,-178.19,55.9,5.2,-2.65e+16,-1.7e+16,4.35e+16,3.08e+16,5.62e+15,6.49e+16,4.71,160.91
20160516004153300000,-22.52,172.99,10.0,5.79,-3.43e+17,-3.34e+17,6.77e+17,1.26e+17,2.07e+17,-7.2e+16,7.48,156.63
20160516112407400000,-17.23,175.91,17.3,5.19,-7.19e+16,2e+14,7.16e+16,-2.24e+16,8e+14,8.5e+15,10.32,158.54
20160516122302500000,36.02,139.81,44.5,5.44,1.42e+17,-1.17e+17,-2.4e+16,7.68e+16,8.73e+16,-5.48e+16,36.41,138.74
20160517014747800000,24.33,141.76,74.7,5.19,3.32e+16,-8.57e+16,5.25e+16,8.9e+15,-2.38e+16,-5e+15,30.55,139.85
20160517045600600000,-5.23,151.86,63.4,5.04,4.24e+16,-3.84e+16,-4e+15,-1.6e+15,-5.27e+15,-1.9e+16,15.84,145.55
20160517164855900000,26.05,99.49,54.0,5.02,-7.28e+15,-2.72e+16,3.44e+16,-1.64e+15,4.47e+15,-3e+16,32.86,117.38
20160517210856300000,-10.07,107.54,10.0,5.1,-8.26e+15,5.29e+16,-4.46e+16,8.23e+15,-1.94e+16,-1.91e+16,13.81,121.01
20160519190821100000,-14.36,166.68,35.0,5.03,4.1e+16,-1.11e+15,-3.99e+16,1.16e+16,-1.9e+14,1.31e+16,11.54,153.6
20160520181404700000,-25.57,129.88,10.0,6.03,1.31e+18,-5.86e+17,-7.24e+17,-7e+16,-5.2e+16,8.52e+17,5.62,133.54
20160521060642200000,30.96,140.08,124.5,5.55,8.44e+16,-1.22e+16,-7.21e+16,-4.35e+16,-2.24e+17,-1.05e+17,33.86,138.92
20160521111448800000,15.01,122.01,38.8,5.0,8.98e+15,2.33e+16,-3.23e+16,1.13e+16,1.72e+16,1.9e+16,26.09,129.08
20160522014848100000,28.45,87.53,9.4,5.34,-8.94e+16,-4.55e+16,1.35e+17,4.42e+16,-2.67e+16,-1.55e+16,35.24,111.33
20160522020554700000,28.57,87.48,4.4,5.22,-7.77e+16,-6.7e+15,8.43e+16,9.6e+15,-2.25e+16,-1.64e+16,35.31,111.33
20160523151742600000,31.18,129.26,15.5,5.0,2.5e+14,2.36e+16,-2.39e+16,-5.91e+15,1.7e+14,3.22e+16,34.06,133.32
20160524222017700000,18.57,145.25,517.0,5.13,-6.19e+16,3.4e+16,2.79e+16,1.84e+15,3.89e+16,8.54e+15,27.4,141.91
20160527034429500000,26.99,130.14,10.0,5.87,-6.81e+17,4.3e+16,6.39e+17,1.29e+17,3.22e+17,3.47e+17,31.95,133.7
20160527040844000000,-20.81,-178.65,567.5,6.45,-2.28e+18,1.92e+18,3.54e+17,-1.31e+18,-4.24e+18,-3.43e+18,7.77,161.83
20160527150342700000,-4.9,152.54,45.7,5.17,6.32e+16,-4.91e+16,-1.41e+16,1.19e+16,9.88e+15,-3.94e+16,16.03,145.93
20160528053850500000,-21.97,-178.2,405.7,6.92,-1.91e+19,5.38e+18,1.37e+19,-1.64e+19,-1.77e+19,4.68e+18,7.44,161.79
20160529182018900000,-7.27,128.93,154.4,5.04,2.27e+16,-3.52e+16,1.25e+16,2.03e+16,2.4e+16,1.07e+16,14.63,132.8
20160530071418600000,-30.27,-177.98,47.0,5.61,2.92e+17,-4.2e+16,-2.5e+17,5.14e+16,1.2e+17,-1.13e+17,3.47,160.75
20160530105517100000,-30.32,-177.93,29.9,5.31,9.98e+16,-2.43e+16,-7.54e+16,3.4e+16,4.88e+16,-3.86e+16,3.47,160.76
20160531052347300000,25.56,122.55,246.4,6.36,-3.7e+18,3.6e+16,3.67e+18,-4.63e+17,2.03e+18,-9.61e+17,31.31,129.54
20160531100400500000,47.55,154.36,18.4,5.86,6.8e+17,-1.05e+17,-5.75e+17,9.5e+16,3.08e+17,-3.36e+17,42.48,145.3
20160531205122100000,55.4,-158.51,37.5,5.75,-2.16e+17,7.87e+16,1.37e+17,-1.19e+17,2.33e+17,4.14e+17,50.62,163.58
20160201175206300000,-23.69,-177.69,216.6,5.26,1.41e+16,-8.74e+16,7.33e+16,7.8e+15,-5.18e+16,1.56e+16,6.81,161.74
20160201190046300000,-30.75,-179.95,391.0,6.25,-1.21e+18,-1.04e+18,2.25e+18,-1.07e+18,-1.91e+18,-5.99e+17,2.68,159.94
20160202053147600000,39.71,142.95,11.3,5.24,-6.59e+16,6.63e+16,-4e+14,5.02e+16,-4e+15,3.91e+16,38.29,140.25
20160202141923000000,25.57,123.45,196.0,5.72,-3.62e+17,2.12e+16,3.41e+17,-3.01e+17,-1.86e+17,-5.62e+16,31.31,130.04
20160203202728200000,-10.08,123.57,10.0,5.11,-4.61e+15,-5.59e+16,6.05e+16,1.69e+15,-1.04e+16,5.8e+14,13.45,129.88
20160204000747900000,-30.45,-177.68,17.0,5.16,5.19e+16,1.13e+15,-5.3e+16,4.04e+15,3.86e+16,-2.08e+16,3.42,160.87
20160204004814100000,-30.42,-177.58,25.3,5.24,6.54e+16,-1.1e+15,-6.43e+16,6.8e+15,5.84e+16,-2.33e+16,3.42,160.93
20160204005843800000,-30.5,-177.58,10.0,5.12,5.43e+16,-7.52e+15,-4.68e+16,1.8e+15,2.49e+16,-1.74e+16,3.4,160.91
20160204065926300000,-6.41,147.45,66.4,5.12,3.31e+16,-2.49e+16,-8.29e+15,3.84e+16,-2.53e+15,-3.42e+16,15.18,143.1
20160204085215600000,-30.49,-177.57,10.0,5.0,3.21e+16,-3.09e+15,-2.9e+16,-4.57e+15,2.4e+16,-9.34e+15,3.4,160.92
20160204161303900000,1.56,126.45,10.0,5.08,-3.22e+16,-7.84e+15,4e+16,6.61e+15,3.21e+16,2.1e+16,19.26,131.43
20160205174843100000,-4.43,153.62,95.8,5.3,9.41e+16,-3.44e+16,-5.97e+16,-3.52e+16,4.1e+16,5e+16,16.23,146.55
20160205195727400000,22.94,120.6,23.0,6.41,1.25e+18,-4.79e+17,-7.72e+17,7.38e+17,-4.65e+18,2.07e+18,30.14,128.52
20160206013918500000,-16.99,174.94,10.0,5.66,-1.3e+15,9.57e+16,-9.44e+16,-2.08e+16,-8.23e+16,3.62e+17,10.43,158.02
20160206045136000000,-17.26,174.95,10.0,5.28,-7.9e+15,-1.33e+16,2.12e+16,1.59e+16,-1.04e+16,9.96e+16,10.29,158.01
20160207020340400000,-15.22,-173.4,51.0,5.78,2.07e+17,-6.6e+16,-1.41e+17,-4.3e+17,3.24e+17,1.1e+17,11.77,164.6
20160208161912800000,-6.62,154.74,29.0,6.42,5.06e+18,-2.2e+18,-2.85e+18,6.99e+17,-2.41e+18,1.91e+18,15.22,147.13
20160208205929300000,-19.09,-172.47,35.6,5.27,-9.39e+16,4.7e+15,8.92e+16,-2e+14,3.98e+16,-1.5e+15,9.71,164.82
20160209121206300000,51.41,179.7,44.7,5.43,1.36e+17,-1.26e+17,-9.6e+15,6.68e+16,8.26e+16,-5.4e+16,46.06,155.99
20160209135043000000,2.14,66.83,10.0,5.03,-4.1e+16,2.53e+15,3.85e+16,9.61e+15,6.51e+15,-1.43e+16,23.38,97.75
20160210151034000000,-20.23,-174.7,35.0,5.18,5.04e+16,8.24e+15,-5.86e+16,-1.38e+16,-3.95e+16,2.41e+16,9.0,163.51
20160212100224000000,-9.63,119.4,28.0,6.24,2.11e+18,-2.32e+18,2.06e+17,1.81e+18,-3.1e+17,6.1e+16,13.72,127.57
20160212205648400000,-11.33,162.82,10.0,5.53,2e+15,-8.35e+16,8.15e+16,1.45e+16,-8.89e+16,2.14e+17,13.03,151.53
20160213034446800000,-11.27,162.7,20.1,5.11,-5.28e+15,-1.56e+16,2.09e+16,7.67e+15,-2.8e+16,4.69e+16,13.04,151.47
20160214071045900000,-17.42,-171.89,22.8,5.17,-5.01e+16,-2.18e+16,7.19e+16,1.98e+16,2.97e+16,1.35e+16,10.66,165.26
20160214180926300000,30.3,138.88,410.0,5.75,-4e+17,4.11e+17,-1.1e+16,2.93e+17,-1.29e+17,1.38e+17,33.46,138.31
20160215150232900000,-21.0,-175.48,10.0,6.03,7.2e+16,-1.3e+18,1.23e+18,-1.81e+17,-1.5e+16,-5.9e+17,8.59,163.0
20160216190715200000,-4.66,152.63,50.2,5.08,-2.71e+16,2.68e+16,3.4e+14,3.49e+16,2.8e+16,2.69e+15,16.15,145.98
20160217074426900000,-30.48,-177.67,23.9,5.45,1.35e+17,-7.8e+15,-1.27e+17,2.84e+16,1.24e+17,-4.16e+16,3.39,160.87
20160217082007400000,-16.21,-177.73,10.0,5.08,-1.75e+15,-2.6e+16,2.78e+16,4.74e+15,1.25e+16,4.23e+16,11.09,162.1
20160217172602200000,0.86,129.06,9.0,6.09,-1.33e+17,1.62e+18,-1.48e+18,4.24e+17,2.93e+17,6.09e+17,18.87,132.88
20160219051619400000,-31.33,-178.33,57.7,5.06,1.52e+16,-3.78e+16,2.26e+16,-1.52e+16,2.98e+16,1.46e+16,2.88,160.45
20160219131352400000,37.25,142.24,18.9,5.14,-3.4e+16,-4.97e+15,3.9e+16,-1.84e+16,5.08e+16,3.04e+15,37.05,139.94
20160220110837100000,-7.44,128.16,137.2,5.28,9.23e+16,-7.24e+16,-1.99e+16,4.82e+16,-1e+14,3.63e+16,14.57,132.37
20160220155123300000,-21.96,-179.41,582.7,5.8,3.84e+17,2.07e+17,-5.91e+17,2.6e+17,-2.68e+17,-8.3e+15,7.09,161.34
20160221091208100000,36.49,70.86,174.0,5.26,3.84e+16,1.68e+16,-5.51e+16,8.02e+16,2.7e+15,-3.73e+16,41.7,103.89
20160221184040900000,-20.67,174.35,32.3,5.07,2.2e+14,-1.69e+16,1.67e+16,-9.75e+15,9e+13,-4.59e+16,8.45,157.5
20160221212642300000,24.55,142.41,21.0,5.66,3.35e+17,4.05e+16,-3.76e+17,6.1e+16,1.47e+17,2.8e+16,30.69,140.19
20160223204734700000,1.07,127.43,13.7,5.07,-2.46e+16,-3.15e+16,5.61e+16,-1.36e+16,-4.77e+15,1.19e+16,18.99,131.97
20160224193616200000,24.02,142.14,56.3,5.0,3.33e+16,-1.75e+16,-1.58e+16,-1.63e+16,6.55e+15,2.1e+16,30.41,140.05
20160225105258000000,-3.48,68.37,8.6,5.05,-4.58e+16,3.46e+16,1.12e+16,1.32e+16,6.17e+15,-1.87e+16,19.93,98.67
20160226044743500000,-15.65,167.78,123.5,5.09,5.27e+16,1.73e+15,-5.44e+16,5.91e+15,-1.12e+16,2.82e+15,10.79,154.21
20160228090625600000,5.28,125.33,175.4,5.55,-1.2e+17,4.89e+16,7.13e+16,7.78e+16,-2.17e+17,-6.72e+16,20.99,130.76
20160228182445000000,71.64,-2.45,10.0,5.13,-5.86e+16,2.67e+16,3.19e+16,-1.27e+16,-1.87e+16,2.74e+16,69.0,117.78
20160229194738500000,23.92,123.42,24.3,5.23,6.32e+16,-5.43e+16,-8.9e+15,4.21e+16,4.36e+16,-2.13e+16,30.55,130.06
20161201022328000000,-3.25,149.25,10.0,5.12,6.6e+15,2.2e+16,-2.86e+16,3.15e+15,6.8e+14,5.4e+16,16.85,144.1
20161201023344000000,-3.25,149.25,10.0,5.27,-7.6e+15,5.96e+16,-5.2e+16,2.08e+16,9.4e+15,8.37e+16,16.85,144.1
20161201023920400000,-3.13,148.84,28.3,5.12,-7.69e+15,3.34e+16,-2.57e+16,1.97e+16,-4.28e+15,4.8e+16,16.89,143.87
20161203092335000000,52.25,174.17,28.4,5.97,7.36e+17,-8.39e+17,1.03e+17,5.57e+17,5.86e+17,-2e+17,45.99,153.42
20161203141112000000,-22.64,-176.34,155.0,5.47,8.04e+16,-1.51e+17,7.09e+16,2.69e+16,1.28e+17,-7.45e+16,7.49,162.51
20161204052405400000,4.51,127.83,139.0,5.73,2.17e+17,-1.85e+16,-1.99e+17,1.58e+17,-4.26e+17,-2.66e+16,20.6,132.17
20161204141431600000,-16.95,-174.06,128.2,5.03,-4.66e+15,4.99e+15,-3.3e+14,9.68e+15,4.12e+16,1.12e+16,10.7,164.19
20161204213423300000,32.42,92.12,10.0,5.35,1.9e+15,-1.05e+17,1.03e+17,8.9e+15,1.98e+16,7.84e+16,36.81,114.25
20161205011304900000,-7.32,123.38,526.0,6.28,-5.82e+17,-2.14e+18,2.72e+18,-1.38e+18,1.62e+18,6.11e+17,14.14,129.54
20161206012118300000,-14.91,167.29,108.3,5.32,1e+17,1.55e+16,-1.16e+17,-3.51e+16,-5.6e+15,-4.37e+16,11.18,153.96
20161206164919100000,-31.0,-179.9,404.1,5.17,-3.62e+16,-2.42e+16,6.05e+16,-2.67e+16,-3.91e+16,-4.11e+15,2.52,159.95
20161206220333400000,5.28,96.17,13.0,6.56,1.45e+18,-7.48e+18,6.03e+18,-4.92e+18,1.86e+18,3.43e+18,22.33,114.55
20161207134239400000,-3.03,128.84,49.7,5.12,5.15e+16,-5.86e+16,7.05e+15,-1.55e+16,8.5e+15,1.74e+16,16.88,132.75
20161208051504600000,43.82,86.35,17.5,6.04,9.45e+17,-1.07e+18,1.24e+17,-1.03e+18,4.9e+16,-7e+15,43.26,113.42
20161208144945900000,40.45,-126.19,8.4,6.64,-1.27e+18,-1.2e+17,1.39e+18,4.3e+17,2.68e+18,-1.11e+19,50.09,-175.88
20161208173846300000,-10.68,161.32,40.0,7.8,5.22e+20,-3.57e+20,-1.65e+20,-1.35e+20,-1.86e+20,3.69e+20,13.29,150.73
20161208215607500000,-10.84,161.31,12.3,6.55,7.21e+18,-2.2e+18,-5.01e+18,4e+16,-4.25e+18,3.15e+18,13.24,150.71
20161209091024100000,-10.7,161.49,21.0,5.42,-5.97e+16,8.97e+16,-3e+16,6e+14,-1.27e+17,-7.93e+16,13.31,150.82
20161209094257700000,-10.85,161.13,10.0,5.41,1.2e+17,-5.42e+16,-6.55e+16,8.07e+16,-8.38e+16,5.16e+16,13.23,150.61
20161209125026500000,-10.56,161.12,17.0,5.04,-2.15e+16,4.25e+16,-2.11e+16,-2.31e+16,-1.72e+16,8.29e+15,13.37,150.61
20161209130952900000,-10.62,161.14,10.0,5.16,-3.73e+16,7e+16,-3.27e+16,-3.54e+16,-6.41e+15,3.03e+16,13.35,150.62
20161209172441500000,-10.49,161.16,33.9,5.24,-7.32e+16,5.32e+16,2e+16,-5.85e+16,9.2e+15,-2.88e+16,13.39,150.64
20161209175551400000,-10.83,161.09,35.2,5.43,1.2e+17,-3.61e+16,-8.43e+16,9.77e+16,-9.1e+16,5.01e+16,13.21,150.6
20161209181311600000,-10.53,161.38,62.0,5.08,3.42e+16,-1.84e+16,-1.58e+16,1.08e+16,-3.49e+16,2.23e+16,13.34,150.78
20161209191006800000,-10.75,161.13,19.7,6.91,2.03e+19,-7.67e+18,-1.26e+19,1.53e+19,-1.53e+19,9.4e+18,13.27,150.61
20161209194324100000,-10.97,161.31,18.4,5.89,7e+17,-2.54e+17,-4.46e+17,4.86e+17,-2.45e+17,3.12e+17,13.17,150.71
20161209213823200000,-10.95,161.36,10.0,5.83,7.21e+17,-3.74e+17,-3.48e+17,1.5e+17,-3.39e+16,3.03e+17,13.19,150.73
20161209233943900000,-10.39,161.33,48.6,5.43,1.42e+17,2.79e+16,-1.7e+17,7.59e+16,-6.1e+15,-1.9e+15,13.43,150.75
20161210023822800000,-10.34,161.33,51.8,5.56,-9.57e+16,1.59e+17,-6.32e+16,-3.99e+16,1.71e+17,1.61e+17,13.45,150.75
20161210024539900000,-10.88,161.28,7.7,5.8,4.8e+17,-2.26e+17,-2.53e+17,3.71e+17,-1.59e+17,2.28e+17,13.22,150.69
20161210032810200000,-10.64,161.13,44.0,5.15,5.7e+16,-1.75e+16,-3.95e+16,1.63e+16,-3.01e+16,2.47e+16,13.3,150.63
20161210121709600000,-10.39,161.23,27.2,5.0,-2.5e+16,2.29e+16,2.09e+15,-1.59e+16,-6.39e+15,-2.67e+16,13.45,150.68
20161210124854600000,-11.09,161.72,35.3,5.01,3.32e+16,-2.23e+16,-1.09e+16,2.15e+16,-1.09e+16,1.5e+16,13.1,150.94
20161210132223700000,-10.71,161.78,10.0,5.02,-3.92e+16,3.4e+16,5.27e+15,1.14e+16,-1.94e+16,-4.07e+15,13.32,150.97
20161210162435000000,-5.66,154.47,142.6,6.06,1.35e+18,-7.96e+17,-5.5e+17,3.65e+17,3.57e+17,8.8e+17,15.57,147.04
20161211025035700000,5.3,96.21,17.9,5.08,7.3e+14,-1.32e+16,1.25e+16,-2.06e+16,-4.36e+16,-1.71e+16,22.34,114.57
20161211093200900000,-10.25,160.83,35.3,5.21,1.3e+16,6e+16,-7.3e+16,-1.44e+16,-5e+16,3e+14,13.5,150.47
20161211172609700000,-10.96,161.57,10.0,5.53,1.47e+17,-7.44e+16,-7.29e+16,1.27e+17,-1.43e+17,9.26e+16,13.19,150.85
20161211205754000000,-24.26,-179.53,466.4,5.24,-2.18e+16,8.68e+16,-6.5e+16,3.4e+16,1.15e+16,-3.66e+16,6.06,160.93
20161213024634300000,-18.85,-177.92,450.6,5.44,6.61e+16,-1.42e+17,7.61e+16,-8.56e+16,-9.29e+16,-5.32e+16,9.07,162.25
20161213051938100000,-10.89,161.21,41.9,5.04,2.52e+16,-1.1e+16,-1.43e+16,5.36e+15,-3.94e+16,8.14e+15,13.18,150.67
