time,latitude,longitude,depth,mag,m_rr,m_tt,m_pp,m_rt,m_rp,m_tp,reflect_latitude,reflect_longitude
20090731080712200000,-20.77,-174.13,10.0,5.4,9.54e+16,-1.81e+16,-7.73e+16,6.47e+16,1.09e+17,-3.63e+16,8.76,163.75
20090731140956100000,-4.96,133.72,35.0,5.42,-6.83e+16,-1.18e+17,1.86e+17,3.94e+16,1.9e+16,5.44e+16,15.9,135.47
20090731145616500000,-8.8,108.74,17.5,5.36,8.91e+16,-1.02e+17,1.33e+16,9.51e+16,-6.7e+15,1.95e+16,14.42,121.64
20090601212523300000,-17.73,167.79,35.0,5.18,5.5e+16,3.2e+15,-5.82e+16,2.05e+16,-4.37e+16,6.19e+15,9.83,154.08
20090602021703500000,-17.76,167.95,15.0,6.35,2.85e+18,2.14e+17,-3.06e+18,9.82e+17,-2.76e+18,3.54e+17,9.84,154.15
20090602022653400000,-17.76,167.86,15.0,5.68,2.5e+17,1.67e+16,-2.66e+17,1.38e+17,-2.87e+17,1.92e+16,9.84,154.1
20090602025514800000,-17.78,167.88,33.7,5.49,1.46e+17,1.43e+16,-1.61e+17,4.97e+16,-1.43e+17,2.94e+16,9.81,154.12
20090602143935200000,40.28,53.01,52.3,5.04,-1.5e+16,-2.72e+16,4.23e+16,2.26e+16,-6.69e+15,1.27e+16,47.13,96.5
20090604010344200000,-6.03,146.51,58.2,5.36,7.25e+16,-9.95e+16,2.71e+16,7.09e+16,-6.96e+16,2.53e+16,15.37,142.57
20090604171003700000,-17.74,167.76,5.6,5.55,1.96e+17,-2e+14,-1.96e+17,1.11e+17,-1.45e+17,3.62e+16,9.85,154.04
20090605033033100000,41.82,143.45,29.0,6.32,1.87e+18,-5.21e+17,-1.34e+18,1.69e+18,2.8e+18,-1.2e+18,39.35,140.45
20090605180835200000,-9.17,123.73,56.0,5.01,1.6e+16,1.18e+16,-2.78e+16,2.81e+16,1.24e+16,-1.2e+16,13.85,129.95
20090605205820500000,-17.44,167.84,10.0,5.15,4.97e+16,-1.25e+15,-4.84e+16,1.66e+16,-4.04e+16,6.59e+15,10.01,154.1
20090605211655600000,-17.43,167.72,7.0,5.65,2.88e+17,1.31e+16,-3.01e+17,7.65e+16,-2.24e+17,3.71e+16,10.01,154.04
20090606041526300000,54.66,161.45,34.2,5.2,6.43e+16,-5.1e+15,-5.92e+16,2.79e+16,2.12e+16,-3.65e+16,46.35,147.63
20090606055243300000,35.48,140.91,34.0,5.75,-3.14e+17,4.35e+17,-1.21e+17,-1.36e+17,3.18e+17,-1.32e+17,36.15,139.3
20090606122141800000,54.31,-162.63,42.6,5.31,8.62e+16,-6.82e+16,-1.8e+16,6.11e+16,3.6e+16,-4.8e+16,49.52,162.42
20090607052525700000,-8.44,118.39,146.2,5.24,4.6e+16,-1.14e+16,-3.46e+16,6.72e+16,7.7e+15,4.86e+16,14.21,126.94
20090607124630300000,-22.04,-179.58,590.0,5.54,-6.67e+16,-4.8e+16,1.15e+17,-1.46e+17,-1.81e+17,-9.2e+15,7.03,161.25
20090607150522800000,-18.16,168.04,14.4,5.06,3.91e+16,3.44e+15,-4.25e+16,7.37e+15,-2.22e+16,1.28e+16,9.64,154.18
20090607172457300000,-15.19,170.9,44.2,5.1,-5.31e+15,2.67e+16,-2.14e+16,-1.34e+15,-7.11e+15,5.11e+16,11.21,155.9
20090607232435200000,58.77,-136.66,4.0,5.0,3.39e+16,6.26e+15,-4.01e+16,1.1e+16,1.05e+16,2.4e+15,55.86,169.28
20090608043319100000,-22.23,-179.61,612.2,5.5,-2.69e+16,-1.45e+16,4.15e+16,-7.2e+15,-2.14e+17,-5.8e+16,6.88,161.24
20090609051104500000,-22.68,171.47,14.0,5.53,1.43e+17,-1.73e+17,2.98e+16,1.4e+17,1.18e+16,1.33e+17,7.36,155.8
20090610081014900000,-11.08,166.27,145.5,5.08,4.73e+16,-1.47e+16,-3.27e+16,1.6e+15,-2.04e+16,2.56e+16,13.09,153.54
20090610230902300000,-17.01,168.22,216.1,5.29,4.42e+16,-4.36e+16,-6e+14,-2.61e+16,4.16e+16,-8.61e+16,9.98,154.46
20090611001556400000,-4.89,102.9,22.2,5.35,1.62e+16,-3.8e+15,-1.25e+16,9.08e+16,-9.52e+16,1.29e+16,16.65,118.31
20090611013508000000,53.05,159.36,103.9,5.13,1.64e+16,2.57e+16,-4.21e+16,4e+16,3.08e+16,-5.29e+15,45.48,147.01
20090611033752100000,-24.19,-176.87,105.7,5.49,8.36e+16,-2.08e+17,1.25e+17,-9.8e+15,1.22e+17,2.33e+16,6.7,162.04
20090612084736700000,-17.49,167.79,10.0,5.32,8.62e+16,1.6e+15,-8.79e+16,3.36e+16,-7.75e+16,1.24e+16,9.98,154.07
20090612092438800000,-17.53,167.84,10.0,5.41,1.13e+17,-1e+15,-1.12e+17,4.93e+16,-1.1e+17,2.35e+16,9.96,154.1
20090612094415100000,-17.61,167.81,15.0,5.96,8.52e+17,1.4e+16,-8.66e+17,2.69e+17,-6.11e+17,1.48e+17,9.91,154.08
20090612143251900000,-17.44,167.69,10.0,5.29,8.56e+16,7e+15,-9.26e+16,3.14e+16,-5.13e+16,9.8e+15,10.0,154.02
20090612204655400000,-5.3,128.02,340.5,5.35,-4.83e+16,6e+15,4.23e+16,-5.35e+16,1.08e+17,-4.34e+16,15.39,132.23
20090613171738300000,44.72,78.86,14.5,5.4,1.1e+17,-1.4e+17,3.01e+16,-1.59e+16,4.87e+16,-8.58e+16,44.68,110.17
20090614033600100000,-7.69,117.2,17.0,5.46,1.73e+17,-1.96e+17,2.28e+16,5.28e+16,5.5e+15,-4.3e+15,14.76,126.33
20090614055843300000,5.36,126.44,35.0,6.13,1.35e+18,4.89e+17,-1.84e+18,8.64e+17,6.38e+17,-6.5e+16,21.15,131.43
20090614081554100000,5.39,126.51,35.0,5.43,7.13e+16,1.12e+17,-1.83e+17,4.27e+16,8.46e+16,-1.65e+16,21.16,131.47
20090614182419300000,5.39,126.42,25.2,5.12,1.44e+16,1.73e+16,-3.18e+16,2.94e+16,4.46e+16,-6.54e+15,21.17,131.42
20090614210826700000,5.38,126.42,61.3,5.35,1.67e+16,2.41e+16,-4.08e+16,2.29e+16,1.27e+17,-1.48e+16,21.13,131.41
20090615120526800000,9.05,93.62,42.6,5.24,-8.12e+16,-1.2e+15,8.24e+16,2.62e+16,-3.04e+16,1.66e+16,24.48,113.18
20090616175243000000,-4.04,126.35,39.1,5.13,-9.36e+15,-2.69e+16,3.62e+16,9.17e+15,9.4e+15,5.25e+16,16.42,131.37
20090617041251800000,21.72,62.04,10.0,5.02,1.63e+16,5.86e+15,-2.21e+16,-1.78e+16,3.24e+16,2.38e+15,35.29,96.54
20090617070817500000,51.61,-175.23,31.0,5.64,2.79e+17,-2.53e+17,-2.6e+16,1.76e+17,1.19e+17,-1.2e+17,46.66,158.09
20090618051722800000,7.9,126.9,35.0,5.02,3.56e+16,4.7e+15,-4.03e+16,7.21e+15,1.88e+16,2.17e+15,22.41,131.7
20090618062106000000,31.3,141.75,38.8,5.15,4.92e+16,-3.26e+15,-4.59e+16,2.97e+16,3.33e+16,-1.2e+16,34.06,139.78
20090619150624600000,14.08,145.19,113.5,5.5,1.28e+17,-6.41e+16,-6.41e+16,1.74e+17,-2.03e+16,-9.3e+16,25.41,141.81
20090620025257400000,39.09,143.2,21.6,5.31,6.7e+16,-2.9e+15,-6.41e+16,3.51e+16,8.65e+16,-2.43e+16,37.98,140.39
20090620092123900000,-4.99,103.05,46.2,5.41,1.28e+17,-1.01e+17,-2.71e+16,7.83e+16,-3.65e+16,8.31e+16,16.57,118.38
20090621122706200000,76.28,7.16,10.0,5.36,-9.79e+16,-2.51e+16,1.23e+17,-5.12e+16,-1.32e+16,5.91e+16,66.86,122.07
20090622181539900000,76.22,6.79,10.0,5.4,-1.42e+17,7.7e+15,1.34e+17,-3.01e+16,-5.47e+16,4.54e+16,66.92,122.04
20090622190517200000,76.23,7.0,10.0,5.1,-5.21e+16,7.55e+15,4.45e+16,-7e+15,-1.23e+16,2.26e+16,66.89,122.02
20090622192805200000,61.94,-150.7,64.6,5.51,-7.79e+16,-1.39e+17,2.17e+17,-9.5e+16,-4.8e+15,-9.67e+16,54.75,162.96
20090622195524300000,51.28,-178.2,35.0,5.71,1.47e+17,-1.54e+17,7.3e+15,4.32e+17,1.02e+17,1.55e+16,46.2,156.91
20090622210533900000,51.35,-178.25,29.0,5.44,1.33e+17,-1.31e+17,-1.8e+15,8.83e+16,6.97e+16,-5.6e+16,46.22,156.87
20090622220515600000,-3.45,146.48,46.8,5.2,2.35e+15,1.25e+15,-3.6e+15,-2.37e+15,-2.24e+16,7.63e+16,16.68,142.56
20090622231004900000,12.14,95.0,26.9,5.18,-6.22e+16,3.59e+16,2.63e+16,2.12e+16,1.57e+16,4.5e+16,26.01,114.08
20090622231628500000,12.03,94.83,14.8,5.12,-3.48e+16,1.2e+16,2.28e+16,3.22e+16,-2.3e+16,3.42e+16,25.97,113.99
20090623063016000000,-16.08,-174.07,133.1,5.07,-1.87e+15,-1.45e+16,1.64e+16,-2.2e+16,4.27e+16,1.09e+15,11.17,164.25
20090623072413400000,39.2,143.46,28.0,5.12,2.82e+16,2.17e+15,-3.04e+16,2.36e+16,4.7e+16,-1.11e+16,38.04,140.52
20090623073717600000,38.85,142.39,37.0,5.58,2.53e+17,-2.56e+17,3.1e+15,4.3e+16,-7.76e+16,-1.1e+17,37.85,140.0
20090623141922400000,-5.16,153.78,64.0,6.72,1.34e+19,-4.91e+18,-8.47e+18,-3.08e+18,5.02e+18,7.48e+18,15.9,146.62
20090625064348000000,-19.31,169.3,35.0,5.18,-2.09e+16,-4.58e+16,6.66e+16,-3.74e+15,-1.09e+16,-4.7e+16,9.04,154.83
20090626153017000000,-15.2,-172.18,47.9,5.21,-7.54e+16,1.71e+16,5.83e+16,1.37e+16,1.14e+16,-4.16e+16,11.84,165.27
20090628093456500000,24.17,121.72,14.1,5.11,2.86e+16,-1.63e+16,-1.23e+16,4.03e+16,2.67e+16,-2.38e+16,30.72,129.16
20090628141930000000,1.38,122.2,36.7,5.67,2.06e+17,-2.13e+17,6.4e+15,-3.46e+17,-5.2e+15,9.2e+15,19.22,129.06
20090629130019800000,-5.98,151.46,59.3,5.15,4.48e+16,-3.99e+16,-4.86e+15,4.3e+16,2.86e+16,-1.14e+16,15.46,145.33
20090629180350800000,31.43,104.01,10.0,5.26,6.49e+16,-4.53e+16,-1.96e+16,6.39e+16,1.17e+16,-4.54e+16,35.29,120.28
20090101103534300000,1.32,121.84,33.1,5.07,3.04e+16,-4.64e+16,1.59e+16,-3.12e+16,-3.07e+15,9.36e+15,19.2,128.86
20090101165753100000,-4.33,101.3,19.0,5.45,8.26e+16,-5.28e+16,-2.97e+16,1.4e+17,-8.82e+16,5.93e+16,17.02,117.41
20090102085134800000,-19.19,-174.91,149.6,5.04,1.17e+16,8.73e+15,-2.05e+16,-1.45e+16,-3.86e+16,8.91e+15,9.42,163.58
20090102141713500000,58.38,-151.93,65.9,5.27,-2.5e+15,-8.51e+16,8.77e+16,-2.38e+16,-1.15e+16,4.87e+16,53.01,164.6
20090102203717600000,-11.41,166.34,96.7,5.28,9.68e+16,-1.03e+16,-8.65e+16,-4e+14,-5.24e+16,1.6e+15,12.98,153.53
20090103082259100000,-25.39,-175.49,31.5,5.19,-7.52e+16,1e+14,7.51e+16,-1.01e+16,6.5e+15,5.4e+15,6.18,162.6
20090103163046600000,-7.44,128.46,127.0,5.37,5.8e+16,-8.18e+16,2.37e+16,-9.48e+16,5.36e+16,-6.39e+16,14.58,132.54
20090103164925500000,-12.43,166.74,108.8,5.37,1.35e+17,-1.17e+16,-1.23e+17,-1.61e+16,-6.11e+16,1.09e+16,12.45,153.74
20090103194350700000,-0.41,132.88,17.0,7.66,2.2e+20,-1.81e+20,-3.85e+19,-1.52e+20,2.79e+20,1.17e+20,18.2,135.0
20090103202320200000,36.42,70.74,204.8,6.57,7.87e+18,-7.15e+18,-7.2e+17,5.07e+18,-1.47e+18,1e+17,41.68,103.75
20090103223340300000,-0.69,133.3,23.0,7.37,1.04e+20,-9.49e+19,-9.5e+18,-7.56e+19,5.37e+19,3.79e+19,18.05,135.24
20090104054404400000,-0.67,133.19,31.9,5.7,4.78e+17,-3.53e+17,-1.25e+17,-2.2e+15,7.81e+16,1.1e+17,18.05,135.17
20090104071400600000,-0.4,132.76,35.0,5.93,-4.4e+17,6.56e+17,-2.16e+17,2.48e+17,6.39e+17,4e+17,18.19,134.93
20090104114949500000,-0.68,133.84,35.0,5.06,4.19e+16,-3.69e+16,-5e+15,-2.65e+16,9.89e+15,8.76e+15,18.04,135.54
20090104130631800000,-0.57,132.73,35.0,5.33,9.04e+16,-6.55e+16,-2.49e+16,-5.58e+16,6.46e+16,3.76e+16,18.1,134.92
20090104202254700000,6.45,94.17,35.0,5.25,5.75e+16,-7.57e+16,1.82e+16,1.72e+16,-3.39e+16,-5.67e+16,23.07,113.43
20090104203914900000,19.97,147.01,38.3,5.01,-3.7e+16,1.33e+16,2.38e+16,-3.33e+15,-1.91e+16,-1.82e+16,28.45,142.72
20090104231259300000,36.44,70.88,186.7,5.67,2.88e+17,-3.23e+17,3.47e+16,1.44e+17,2e+17,-6.68e+16,41.67,103.86
20090105165443300000,-3.53,100.72,27.2,5.15,4.97e+16,-2.78e+16,-2.19e+16,4.13e+16,-1.23e+16,2.91e+16,17.45,117.07
20090105192400800000,-0.65,133.28,17.0,5.22,8.07e+16,-8.15e+16,9e+14,4.6e+15,-7.1e+15,2.87e+16,18.07,135.23
20090105222713900000,-27.48,-176.71,47.0,5.39,1.09e+17,2.68e+16,-1.36e+17,2.27e+16,8.47e+16,-1.06e+16,5.0,161.74
20090106162808600000,-0.42,132.74,35.0,5.08,-3.84e+16,4.19e+16,-3.5e+15,3.5e+16,2.6e+14,-3e+15,18.18,134.92
20090106195625600000,-0.57,132.78,18.0,5.34,6.25e+16,-1.3e+17,6.71e+16,-3.51e+16,-4.55e+16,3.07e+16,18.12,134.95
20090106201211100000,-0.75,133.25,25.2,5.04,1.49e+16,-3.04e+16,1.55e+16,-3.1e+16,1.74e+16,-1.18e+16,18.02,135.21
20090106224827200000,-0.66,133.43,16.0,6.0,6.2e+16,-4.29e+17,3.66e+17,-1.07e+18,4.92e+17,-1.32e+17,18.07,135.31
20090107084041900000,-32.32,-179.89,246.1,5.37,-6.32e+16,1e+15,6.22e+16,4e+14,1.31e+17,-2.3e+15,2.07,159.66
20090107150247500000,-0.41,132.85,35.0,5.22,6.16e+16,-4.77e+16,-1.39e+16,-4.18e+16,4.29e+16,2.76e+16,18.18,134.98
20090107162533300000,-20.71,-179.22,656.6,5.61,-1.59e+17,1.32e+16,1.46e+17,-2.58e+17,-1.46e+17,2.37e+16,7.63,161.64
20090107162935600000,-3.43,150.18,46.5,5.1,-1.17e+16,4.34e+16,-3.17e+16,-5e+13,-2.12e+15,4.16e+16,16.73,144.62
20090107233850500000,-0.64,132.94,41.4,5.16,5.74e+16,-4.94e+16,-8e+15,-2.71e+16,1.76e+16,2.83e+16,18.06,135.03
20090108161850100000,-0.41,132.93,18.0,5.48,2.54e+16,-2.15e+17,1.89e+17,-5.44e+16,-2.97e+16,-6.6e+15,18.2,135.03
20090108214703900000,-4.77,153.07,54.7,5.3,-1.39e+16,9.79e+16,-8.4e+16,-1.69e+16,-3.31e+16,-5.18e+16,16.1,146.23
20090109034438800000,10.44,56.96,10.0,5.7,5.53e+16,-4.47e+17,3.91e+17,-5.92e+16,-2.74e+16,-1.22e+17,29.75,92.33
20090109084552800000,-4.28,152.17,184.3,5.07,1.83e+16,8.39e+15,-2.67e+16,2.23e+16,3.93e+16,-2.3e+14,16.18,145.78
20090109143522200000,-0.71,133.78,35.0,5.16,4.84e+16,-4.76e+16,-8e+14,-2.28e+16,4.29e+16,1.7e+16,18.02,135.5
20090111140349700000,-6.39,147.42,72.6,5.21,-8.15e+15,1.87e+16,-1.05e+16,1.24e+16,-1.11e+16,-7.96e+16,15.18,143.08
20090111155301200000,6.44,126.87,107.1,5.06,1.66e+16,6.06e+15,-2.26e+16,-1.11e+16,4.16e+16,1.5e+16,21.62,131.65
20090111182904300000,-26.73,-175.97,6.2,5.2,5.93e+16,6.8e+15,-6.61e+16,6.1e+15,4.73e+16,4.2e+15,5.47,162.19
20090114044858800000,-6.47,155.7,169.6,5.24,-8.9e+16,4.8e+15,8.42e+16,9.6e+15,6.3e+15,-2.24e+16,15.16,147.73
20090114051423300000,52.27,159.29,62.4,5.4,1.28e+17,-1.7e+16,-1.11e+17,3.97e+16,6.11e+16,-7.1e+16,45.07,147.05
20090115072720300000,-22.35,170.63,27.0,6.59,7.85e+18,-6.4e+18,-1.44e+18,4.84e+18,-1.78e+18,3.74e+18,7.5,155.38
20090115130231200000,-22.54,170.43,35.0,5.58,1.92e+17,-8.67e+16,-1.06e+17,6.31e+16,-1.71e+17,1.56e+17,7.39,155.26
20090115161501900000,-10.33,161.21,114.1,5.65,-1.64e+17,-1.56e+17,3.19e+17,1.56e+17,-1.01e+17,1.84e+17,13.38,150.72
20090115174939100000,46.86,155.15,36.0,7.38,1.41e+20,4.5e+18,-1.45e+20,-1.14e+19,-4.6e+18,-4.52e+19,42.17,145.73
20090116191101500000,-22.28,170.44,35.0,5.28,8.25e+16,-7.76e+16,-4.9e+15,5.5e+16,-1.02e+16,4.04e+16,7.52,155.28
20090116195522300000,-22.3,170.27,21.5,5.71,4e+17,-3.05e+17,-9.53e+16,1.52e+17,-1.25e+17,2.06e+17,7.53,155.18
20090116200522500000,-22.29,170.38,35.0,5.28,8.93e+16,-6.89e+16,-2.04e+16,5.29e+16,-1e+15,4.19e+16,7.52,155.25
20090116230259100000,-22.5,170.42,35.0,5.12,6.21e+16,-4.64e+16,-1.56e+16,1.22e+16,3.94e+15,1.69e+16,7.41,155.26
20090117071451500000,-22.18,170.49,35.0,5.09,4.63e+16,-3.27e+16,-1.36e+16,2.62e+16,-1.02e+16,1.98e+16,7.58,155.32
20090117083818700000,44.03,150.65,21.7,5.37,-1.33e+17,9.72e+16,3.54e+16,1.6e+15,-6.3e+15,7.99e+16,40.6,143.81
20090117120733800000,51.21,178.93,45.7,5.13,4.27e+16,-4.32e+16,4.8e+14,3.64e+16,2.67e+16,-6e+15,45.89,155.71
20090118081538700000,19.22,121.25,35.0,5.14,4.8e+16,-1.21e+15,-4.68e+16,-1.82e+16,-3.21e+16,-2.71e+16,28.24,128.76
20090118115330300000,-22.67,170.77,35.0,5.02,3.95e+16,-3.75e+16,-2.01e+15,1.27e+16,-6.06e+15,1.15e+16,7.33,155.44
20090118141148900000,-30.2,-177.95,33.0,6.38,4.07e+18,5.2e+16,-4.12e+18,4.63e+17,1.82e+18,-1.07e+18,3.53,160.77
20090119010629200000,-0.2,132.84,35.0,5.19,-1.47e+16,6.67e+16,-5.21e+16,8.53e+15,3.43e+15,4.62e+16,18.29,134.98
20090119033518800000,-22.6,170.91,12.0,6.56,7.28e+18,-6.7e+18,-5.7e+17,4.22e+18,-1.06e+18,2.52e+18,7.39,155.51
20090119034637500000,-22.48,170.81,35.0,6.0,1.01e+18,-9.64e+17,-4.6e+16,6.96e+17,-1.05e+17,3.63e+17,7.43,155.47
20090119111359700000,34.61,141.63,40.4,5.11,-5.02e+16,1.67e+16,3.35e+16,2.84e+15,2.49e+16,-2.93e+16,35.72,139.68
20090119172858700000,7.65,126.79,35.0,5.07,-1.86e+16,4.18e+16,-2.32e+16,1.85e+16,3.01e+16,-4.4e+14,22.29,131.64
20090119222657400000,-22.79,170.74,35.0,5.62,2.73e+17,-2.46e+17,-2.71e+16,1.96e+17,-5.74e+16,7.77e+16,7.27,155.41
20090120104653200000,-4.67,129.81,143.8,5.47,4.04e+16,4.14e+16,-8.18e+16,5.73e+16,1.65e+17,6.24e+16,15.94,133.28
20090121021915400000,-22.75,171.02,35.0,5.31,9.99e+16,-1.01e+17,1.3e+15,5.06e+16,-7.5e+15,2.27e+16,7.29,155.57
20090121170843000000,-22.69,171.04,24.0,6.14,1.71e+18,-1.64e+18,-6.8e+16,9.99e+17,-1.7e+17,4.89e+17,7.34,155.58
20090122030154100000,-0.52,127.43,132.2,5.07,4.35e+16,-2.15e+16,-2.2e+16,9.04e+15,1.21e+16,3.11e+16,18.08,131.94
20090122050941000000,47.06,155.51,10.0,5.11,-6.18e+16,4.63e+16,1.55e+16,6.9e+15,3.26e+15,1.55e+16,42.28,145.86
20090122081209300000,-22.49,170.93,35.0,5.11,5.25e+16,-4.72e+16,-5.31e+15,2.49e+16,-5.62e+15,1.4e+16,7.42,155.54
20090122134026000000,-5.91,148.51,44.0,6.0,1.14e+18,-1.31e+18,1.72e+17,1.71e+17,-1.21e+17,-8.8e+16,15.47,143.68
20090122201634600000,-7.31,128.57,146.7,6.09,1.74e+18,-1.48e+18,-2.59e+17,4.28e+17,-1.6e+17,3.12e+17,14.62,132.6
20090123015020000000,-15.2,167.51,145.3,5.05,3.89e+16,1.58e+16,-5.47e+16,4.55e+15,-2.8e+14,6.66e+15,10.99,154.1
20090123024816200000,-6.34,154.95,47.0,5.15,6.35e+16,-3.69e+16,-2.66e+16,-2.28e+15,-6.08e+15,3.63e+16,15.35,147.26
20090123123813700000,21.12,121.24,10.0,5.33,1.17e+17,1e+15,-1.18e+17,2.05e+16,4.19e+16,3.2e+15,29.21,128.82
20090123131839800000,-5.13,68.56,10.0,5.05,-3.42e+16,2.08e+16,1.34e+16,-7.53e+15,-3.34e+16,-1.76e+16,18.95,98.82
20090123212758100000,-30.22,-177.77,35.0,5.04,3.44e+16,1.18e+16,-4.62e+16,5.52e+15,1.8e+16,-9.45e+15,3.52,160.86
20090124012839300000,-28.25,-176.7,10.0,5.9,6.33e+17,1.37e+17,-7.7e+17,1.49e+17,5.5e+17,-4.1e+16,4.63,161.63
20090124090158000000,-19.58,-179.11,671.0,5.56,1.92e+17,-7.15e+16,-1.2e+17,3.86e+16,-1.69e+17,-1.43e+17,8.22,161.82
20090124134106900000,-0.51,132.91,27.4,5.07,3.14e+16,-4.78e+16,1.64e+16,-3.71e+15,-1.47e+16,2.55e+16,18.14,135.02
20090124135228100000,-8.41,125.01,21.8,5.07,-8.16e+15,-2.19e+16,3e+16,-1.15e+16,-3.38e+16,-2.57e+16,14.26,130.66
20090124180950800000,59.43,-152.89,97.9,5.77,1.49e+17,-4.88e+17,3.39e+17,1.46e+17,2.18e+17,2.44e+17,53.34,163.76
20090124224308800000,5.49,126.28,144.4,5.07,1.58e+16,2.25e+16,-3.83e+16,-2.13e+16,1.35e+16,-2.84e+16,21.11,131.31
20090125014747200000,43.24,80.89,19.0,5.06,4.77e+16,-4.65e+16,-1.18e+15,-8.71e+15,5.91e+15,-1.04e+16,43.66,110.72
20090126115439600000,-17.8,-178.59,579.5,5.82,-1.74e+17,4.62e+17,-2.88e+17,3.17e+17,-3.84e+17,2.31e+17,9.39,162.11
20090126191147000000,51.96,-171.16,25.3,5.85,4.82e+17,-3.21e+17,-1.61e+17,2.52e+17,4.36e+17,-3.52e+17,47.29,159.71
20090126193304700000,-0.35,98.18,10.0,5.65,1.38e+17,-5.23e+16,-8.61e+16,3.05e+17,-1.51e+17,1.05e+17,19.26,115.64
20090126213038800000,57.51,120.58,13.3,5.39,-1.49e+17,1.52e+17,-3.5e+15,-3.16e+16,7.4e+15,1.41e+16,47.47,130.81
20090127005458400000,-17.69,176.0,35.0,5.3,-3e+14,-1.01e+17,1.01e+17,-3e+14,4.38e+16,-2.28e+16,10.07,158.58
20090127005735900000,-11.38,117.55,12.3,5.1,-4.76e+16,4.91e+16,-1.43e+15,-8.25e+15,1.3e+16,2.49e+16,12.89,126.58
20090127062913000000,-17.84,-178.68,601.0,5.86,-1.63e+17,6.25e+17,-4.62e+17,2.24e+17,-3.1e+17,3.68e+17,9.32,162.09
20090127235713300000,55.54,164.3,23.8,5.54,-6.96e+16,-7.96e+16,1.49e+17,1.34e+17,-4.12e+16,1.68e+17,46.94,148.66
20090128000113600000,-0.26,98.27,14.0,5.68,1.84e+17,-6.21e+16,-1.22e+17,2.97e+17,-1.98e+17,1.24e+17,19.3,115.69
20090128013433000000,-2.92,136.59,56.4,5.28,3.26e+16,-6.78e+16,3.52e+16,-6.62e+16,7e+15,-5.88e+16,16.89,137.06
20090128075338200000,-8.94,124.16,65.9,5.66,2.15e+16,5.58e+16,-7.72e+16,1.9e+17,3.03e+17,1.62e+17,13.95,130.18
20090128123942800000,-16.97,-172.07,10.0,5.55,1.91e+17,-2.77e+16,-1.63e+17,-6.8e+16,-1.14e+17,1.39e+17,10.91,165.18
20090128195157500000,2.45,128.61,208.5,5.02,5.5e+14,3.76e+16,-3.82e+16,-1.2e+16,3.5e+15,1.56e+16,19.48,132.58
20090128202956900000,13.73,92.82,35.0,5.14,-1.56e+16,2.72e+16,-1.16e+16,1.06e+16,-5.12e+16,3.43e+16,27.01,112.93
20090129224345100000,10.97,124.96,8.0,5.42,-9.1e+15,1.71e+17,-1.61e+17,-4.4e+15,-2.05e+16,-1.36e+16,24.01,130.66
20090130034710900000,-15.39,-174.47,10.0,5.66,1.21e+16,-1.47e+16,2.6e+15,-2.47e+16,3.03e+16,3.88e+17,11.67,163.95
20090131042735800000,11.8,94.96,26.4,5.08,-3.5e+16,1.65e+16,1.85e+16,-8.3e+14,-1.89e+16,4.12e+16,25.83,114.05
20090131215152200000,36.72,141.15,34.0,5.75,2.66e+17,2.8e+15,-2.69e+17,1.7e+17,3.93e+17,-1.63e+17,36.77,139.41
20080401013130700000,20.2,122.06,10.0,5.23,5.65e+15,1.59e+16,-2.15e+16,4.19e+16,-4.95e+15,-7.44e+16,28.72,129.23
20080401023711600000,1.55,126.31,52.6,5.34,9.44e+16,-1.09e+17,1.43e+16,-7.6e+16,1.04e+16,5.8e+15,19.22,131.34
20080401125357600000,20.17,122.1,10.0,5.06,-4.4e+14,7.56e+15,-7.12e+15,1.42e+16,-8.52e+15,-4.59e+16,28.7,129.26
20080401130924000000,20.27,122.04,35.2,5.4,1.22e+16,4.55e+16,-5.77e+16,4.89e+16,-4.46e+16,-1.36e+17,28.74,129.22
20080401230902800000,13.58,125.48,19.8,5.02,-2.98e+16,2.48e+16,4.97e+15,1.75e+16,1.16e+16,-2.51e+16,25.3,130.97
20080402002554300000,-6.93,155.76,94.3,5.21,7.06e+16,-3.93e+16,-3.13e+16,-2.17e+16,-1.06e+16,5.12e+16,15.01,147.73
20080402055541400000,44.36,-129.35,10.0,5.23,-3.33e+16,2.49e+16,8.35e+15,1.68e+15,1.54e+16,-8.6e+16,51.16,-179.24
20080402084849700000,-4.35,102.72,67.0,5.67,3.18e+17,-2.29e+17,-8.83e+16,1.73e+17,-6.32e+16,2.12e+17,16.89,118.17
20080402143610800000,-4.88,69.24,10.0,5.71,-2.9e+17,4.63e+17,-1.73e+17,2.01e+17,-1.24e+17,-1.36e+17,19.02,99.21
20080402191019400000,-7.05,129.2,180.7,5.68,1.74e+17,-3.45e+17,1.71e+17,-4.93e+16,1.91e+17,-2.08e+17,14.71,132.94
20080402234708000000,19.82,121.32,21.8,5.34,5.62e+16,3.44e+16,-9.05e+16,-5.31e+16,-8.34e+16,-2.17e+16,28.54,128.82
20080403031249100000,19.77,121.33,10.0,5.25,5.98e+16,1.34e+16,-7.32e+16,-3.73e+16,-5.43e+16,-1.85e+16,28.52,128.83
20080403092235200000,-5.95,149.87,38.8,5.1,4.36e+16,-5.64e+16,1.28e+16,2.38e+16,5.39e+15,-2.17e+15,15.47,144.44
20080404040301600000,-15.28,-172.84,34.5,5.52,1.22e+17,-7.87e+16,-4.38e+16,-1.87e+17,1.89e+16,9.54e+16,11.78,164.89
